age,sector,education_years,profession,marital,ethinicity,gender,work_hours,origin_country,salary_over_50K
54,Private,10,Adm-clerical,Unmarried,White,Female,40,United-States,No
18,Private,7,Machine-op-inspct,Own-child,White,Male,55,United-States,No
17,Private,6,Sales,Own-child,White,Male,5,United-States,No
23,Private,10,Other-service,Own-child,White,Male,30,United-States,No
48,Private,9,Prof-specialty,Husband,White,Male,40,United-States,Yes
61,,16,,Husband,White,Male,25,United-States,Yes
23,Self-emp-not-inc,9,Craft-repair,Own-child,White,Male,40,United-States,No
43,Private,9,Handlers-cleaners,Husband,Black,Male,40,United-States,No
63,,13,,Husband,White,Male,30,United-States,Yes
36,Local-gov,9,Exec-managerial,Husband,White,Male,45,United-States,Yes
63,,9,,Husband,White,Male,4,United-States,No
44,Private,9,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,40,United-States,No
32,Private,9,Craft-repair,Own-child,White,Male,40,United-States,No
51,Private,9,Transport-moving,Unmarried,White,Male,40,United-States,No
28,Private,9,Craft-repair,Husband,White,Male,40,United-States,Yes
17,Private,6,Other-service,Own-child,White,Female,15,United-States,No
61,Private,6,Farming-fishing,Unmarried,White,Male,20,United-States,No
30,Private,13,Exec-managerial,Husband,White,Male,50,United-States,Yes
26,Self-emp-not-inc,9,Farming-fishing,Unmarried,White,Male,65,United-States,No
54,Local-gov,14,Prof-specialty,Not-in-family,White,Female,40,United-States,No
22,Private,9,Transport-moving,Own-child,White,Male,40,United-States,No
38,Private,9,Other-service,Husband,White,Male,45,United-States,No
47,Private,6,Craft-repair,Husband,White,Male,40,United-States,No
21,Private,10,Sales,Own-child,White,Male,40,United-States,No
19,Private,9,Handlers-cleaners,Own-child,White,Male,30,United-States,No
31,Self-emp-not-inc,10,Sales,Husband,Black,Male,60,United-States,Yes
25,Private,2,Priv-house-serv,Not-in-family,White,Female,40,Guatemala,No
39,Private,10,Exec-managerial,Unmarried,White,Female,39,United-States,No
42,Private,10,Exec-managerial,Husband,White,Male,65,United-States,No
31,Private,9,Craft-repair,Husband,White,Male,55,United-States,No
63,Private,9,Exec-managerial,Unmarried,White,Male,50,United-States,Yes
26,Local-gov,13,Prof-specialty,Not-in-family,White,Female,35,United-States,No
38,Private,13,Sales,Husband,White,Male,40,United-States,Yes
36,Local-gov,16,Prof-specialty,Husband,White,Male,50,United-States,Yes
37,Self-emp-inc,11,Sales,Husband,White,Male,60,United-States,Yes
41,Private,10,Adm-clerical,Wife,White,Female,40,United-States,Yes
35,Private,9,Other-service,Other-relative,Black,Male,40,United-States,No
41,,3,,Husband,Other,Male,40,United-States,No
26,Private,13,Adm-clerical,Own-child,Black,Female,40,United-States,No
43,Private,9,Adm-clerical,Wife,White,Female,40,United-States,Yes
26,,13,,Wife,White,Female,40,United-States,Yes
41,Private,10,Other-service,Not-in-family,Black,Male,40,United-States,No
52,State-gov,14,Prof-specialty,Husband,White,Male,40,United-States,No
26,Local-gov,13,Prof-specialty,Own-child,Black,Female,42,United-States,No
17,Private,7,Other-service,Own-child,White,Male,20,United-States,No
36,Private,11,Prof-specialty,Wife,White,Female,40,United-States,Yes
27,Private,13,Craft-repair,Husband,White,Male,45,United-States,Yes
29,Private,12,Sales,Wife,Other,Female,45,United-States,Yes
33,Private,9,Other-service,Unmarried,Black,Female,38,United-States,No
33,Private,9,Craft-repair,Husband,White,Male,45,United-States,No
19,Private,10,Handlers-cleaners,Own-child,White,Male,25,United-States,No
37,Private,11,Prof-specialty,Not-in-family,White,Female,45,United-States,Yes
38,Federal-gov,9,Adm-clerical,Husband,White,Male,40,United-States,No
26,Self-emp-not-inc,10,Craft-repair,Husband,White,Male,45,United-States,No
19,Private,10,Other-service,Unmarried,Black,Female,30,United-States,No
37,Private,6,Craft-repair,Husband,White,Male,48,United-States,No
29,Private,10,Machine-op-inspct,Not-in-family,White,Male,40,United-States,No
52,Self-emp-inc,10,Exec-managerial,Not-in-family,White,Male,65,United-States,Yes
44,Private,15,Prof-specialty,Husband,White,Male,29,United-States,Yes
59,Self-emp-not-inc,13,Exec-managerial,Husband,White,Male,40,United-States,Yes
67,Self-emp-inc,13,Exec-managerial,Husband,White,Male,75,United-States,Yes
34,Private,13,Craft-repair,Unmarried,White,Female,25,United-States,No
24,Private,13,Exec-managerial,Wife,White,Female,40,United-States,No
39,Federal-gov,5,Machine-op-inspct,Husband,White,Male,40,United-States,Yes
40,Private,9,Adm-clerical,Unmarried,White,Female,45,England,No
49,Private,10,Other-service,Husband,White,Male,32,United-States,No
57,Self-emp-inc,10,Exec-managerial,Husband,White,Male,40,United-States,Yes
69,Private,5,Other-service,Husband,White,Male,35,United-States,No
64,,13,,Wife,Black,Female,8,United-States,No
31,Private,15,Prof-specialty,Not-in-family,White,Female,45,United-States,Yes
25,Private,6,Machine-op-inspct,Own-child,White,Male,40,United-States,No
41,Private,9,Tech-support,Unmarried,White,Female,40,United-States,No
35,Private,14,Prof-specialty,Husband,White,Male,40,United-States,Yes
46,Private,10,Transport-moving,Husband,White,Male,45,United-States,Yes
55,Private,10,Farming-fishing,Not-in-family,White,Male,62,United-States,Yes
28,Private,9,Adm-clerical,Own-child,White,Female,40,United-States,No
38,Private,10,Transport-moving,Husband,White,Male,50,United-States,Yes
52,Private,9,Machine-op-inspct,Husband,White,Male,40,United-States,Yes
43,Local-gov,13,Prof-specialty,Unmarried,Black,Female,42,United-States,No
43,Private,13,Sales,Husband,White,Male,40,United-States,Yes
29,Private,13,Prof-specialty,Not-in-family,White,Male,40,United-States,No
32,Self-emp-inc,13,Sales,Husband,White,Male,40,United-States,No
24,Private,10,Handlers-cleaners,Not-in-family,White,Male,40,United-States,No
32,Self-emp-not-inc,13,Prof-specialty,Wife,White,Female,8,United-States,Yes
37,Private,11,Tech-support,Wife,White,Female,37,United-States,Yes
58,Federal-gov,7,Craft-repair,Not-in-family,Black,Female,40,United-States,Yes
50,Private,9,Craft-repair,Husband,White,Male,40,United-States,Yes
27,Private,9,Other-service,Husband,White,Male,40,United-States,No
34,Private,10,Adm-clerical,Unmarried,White,Female,40,United-States,No
38,Private,10,Craft-repair,Husband,White,Male,40,United-States,No
41,Self-emp-not-inc,14,Prof-specialty,Unmarried,White,Female,35,United-States,No
50,Private,11,Prof-specialty,Unmarried,White,Female,40,United-States,No
56,Private,9,Sales,Husband,White,Male,36,United-States,Yes
73,Private,7,Machine-op-inspct,Husband,White,Male,15,United-States,No
37,Private,13,Exec-managerial,Not-in-family,White,Male,40,United-States,Yes
20,Private,9,Handlers-cleaners,Own-child,White,Male,28,United-States,No
58,Self-emp-inc,10,Exec-managerial,Husband,White,Male,60,United-States,Yes
34,Private,9,Other-service,Husband,White,Male,50,United-States,No
37,Private,11,Adm-clerical,Not-in-family,Other,Female,35,United-States,No
44,Federal-gov,13,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,United-States,Yes
41,Private,9,Craft-repair,Not-in-family,White,Male,40,United-States,No
79,Private,9,Prof-specialty,Not-in-family,White,Male,6,United-States,No
29,Private,9,Prof-specialty,Not-in-family,Other,Female,30,Germany,No
28,State-gov,10,Adm-clerical,Not-in-family,White,Female,50,United-States,No
57,Private,8,Transport-moving,Husband,White,Male,40,United-States,Yes
26,Private,7,Craft-repair,Not-in-family,White,Female,40,United-States,No
34,Private,16,Prof-specialty,Husband,White,Male,45,United-States,Yes
39,Private,9,Adm-clerical,Not-in-family,White,Female,40,United-States,No
39,Private,9,Craft-repair,Husband,White,Male,50,United-States,Yes
44,Local-gov,16,Prof-specialty,Unmarried,White,Female,38,United-States,No
30,Private,9,Transport-moving,Husband,White,Male,40,United-States,Yes
59,State-gov,16,Prof-specialty,Unmarried,White,Male,45,United-States,Yes
58,Local-gov,13,Prof-specialty,Not-in-family,White,Female,37,United-States,No
33,Private,9,Adm-clerical,Husband,White,Male,50,United-States,Yes
25,Private,13,Tech-support,Husband,White,Male,40,United-States,Yes
40,Private,6,Craft-repair,Husband,White,Male,50,United-States,No
18,Private,8,Machine-op-inspct,Own-child,White,Male,30,United-States,No
48,Federal-gov,13,Exec-managerial,Not-in-family,White,Male,45,United-States,No
44,Private,13,Exec-managerial,Husband,White,Male,70,United-States,Yes
54,Private,10,Exec-managerial,Husband,White,Male,48,United-States,Yes
53,Private,13,Adm-clerical,Unmarried,White,Female,40,United-States,No
50,Private,14,Exec-managerial,Husband,White,Male,60,United-States,Yes
56,Private,6,Craft-repair,Not-in-family,White,Male,45,United-States,No
27,Private,10,Machine-op-inspct,Husband,White,Male,45,United-States,No
25,Private,13,Exec-managerial,Other-relative,White,Female,25,United-States,No
43,Local-gov,9,Tech-support,Not-in-family,Black,Female,40,United-States,No
49,Private,10,Tech-support,Other-relative,White,Male,35,United-States,No
21,Private,10,Handlers-cleaners,Own-child,White,Male,40,United-States,No
44,Self-emp-not-inc,9,Craft-repair,Husband,White,Male,55,United-States,No
65,Self-emp-not-inc,13,Sales,Husband,White,Male,15,United-States,No
49,Private,9,Adm-clerical,Husband,White,Male,40,United-States,Yes
65,Self-emp-not-inc,10,Exec-managerial,Husband,White,Male,10,United-States,Yes
50,State-gov,13,Protective-serv,Husband,White,Male,40,United-States,Yes
31,Private,4,Handlers-cleaners,Not-in-family,White,Female,30,Portugal,No
52,Self-emp-not-inc,10,Exec-managerial,Husband,White,Male,95,United-States,Yes
27,Local-gov,13,Prof-specialty,Unmarried,White,Female,40,United-States,No
17,Private,5,Handlers-cleaners,Own-child,White,Male,15,United-States,No
46,Private,10,Craft-repair,Husband,White,Male,40,United-States,Yes
35,Private,8,Craft-repair,Husband,White,Male,84,United-States,No
34,Federal-gov,13,Adm-clerical,Husband,Asian-Pac-Islander,Male,38,United-States,No
47,Private,9,Sales,Unmarried,White,Female,45,United-States,No
21,Private,2,Other-service,Other-relative,White,Male,40,England,No
40,Private,10,Handlers-cleaners,Husband,White,Male,40,United-States,No
27,Local-gov,10,Protective-serv,Husband,White,Male,60,United-States,No
40,Private,6,Exec-managerial,Husband,White,Male,40,United-States,Yes
32,Private,9,Craft-repair,Husband,White,Male,48,United-States,No
26,Private,9,Farming-fishing,Husband,White,Male,55,United-States,No
30,State-gov,9,Adm-clerical,Own-child,White,Female,38,United-States,No
34,Private,13,Exec-managerial,Husband,White,Male,40,United-States,No
53,Private,13,Exec-managerial,Husband,White,Male,55,United-States,Yes
50,Self-emp-inc,13,Exec-managerial,Husband,White,Male,60,United-States,Yes
22,,10,,Not-in-family,Asian-Pac-Islander,Female,25,United-States,No
25,State-gov,10,Exec-managerial,Wife,White,Female,19,United-States,No
30,Private,9,Adm-clerical,Husband,White,Male,44,United-States,No
24,Private,9,Other-service,Own-child,White,Female,40,Mexico,No
27,Private,13,Prof-specialty,Husband,White,Male,40,United-States,No
40,Private,10,Prof-specialty,Husband,White,Male,40,United-States,Yes
42,Private,9,Adm-clerical,Unmarried,White,Female,40,United-States,No
32,Self-emp-not-inc,13,Prof-specialty,Other-relative,White,Male,35,United-States,Yes
56,Private,10,Sales,Husband,White,Male,50,United-States,Yes
28,Self-emp-not-inc,10,Prof-specialty,Unmarried,White,Male,40,United-States,No
22,Private,10,Prof-specialty,Own-child,White,Male,98,United-States,No
55,Private,13,Sales,Husband,White,Male,40,United-States,No
27,State-gov,10,Exec-managerial,Husband,Black,Male,40,United-States,Yes
29,Private,9,Machine-op-inspct,Unmarried,White,Male,40,United-States,No
34,Private,7,Handlers-cleaners,Husband,White,Male,40,Mexico,No
39,Private,13,Prof-specialty,Not-in-family,White,Male,60,United-States,No
51,Federal-gov,9,Craft-repair,Husband,White,Male,40,United-States,Yes
38,Private,9,Adm-clerical,Not-in-family,White,Female,38,United-States,No
22,Without-pay,9,Handlers-cleaners,Own-child,White,Male,40,United-States,No
48,,10,,Husband,White,Male,40,,Yes
40,Private,9,Machine-op-inspct,Not-in-family,White,Male,45,United-States,No
42,Private,9,Craft-repair,Husband,White,Male,55,United-States,No
45,Private,14,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,Philippines,No
24,,10,,Not-in-family,Asian-Pac-Islander,Male,50,South,Yes
49,Private,13,Craft-repair,Husband,White,Male,40,United-States,Yes
31,Private,13,Adm-clerical,Not-in-family,White,Male,40,United-States,Yes
31,Private,9,Machine-op-inspct,Wife,White,Female,55,United-States,No
50,Private,9,Farming-fishing,Husband,White,Male,35,United-States,No
44,Self-emp-inc,10,Other-service,Unmarried,White,Male,80,United-States,No
24,Private,9,Other-service,Not-in-family,White,Male,40,United-States,No
33,Private,13,Machine-op-inspct,Husband,Other,Male,40,Ecuador,No
33,Self-emp-not-inc,2,Craft-repair,Not-in-family,White,Male,40,Mexico,No
46,Private,4,Transport-moving,Not-in-family,White,Male,45,United-States,No
58,Federal-gov,13,Adm-clerical,Husband,White,Male,40,United-States,Yes
17,Private,7,Sales,Own-child,White,Female,20,United-States,No
46,Self-emp-not-inc,9,Exec-managerial,Husband,White,Male,40,United-States,No
37,Self-emp-not-inc,9,Farming-fishing,Husband,White,Male,50,United-States,No
28,Private,13,Prof-specialty,Husband,White,Male,55,United-States,No
26,Private,9,Adm-clerical,Not-in-family,White,Female,45,United-States,No
49,Local-gov,9,Protective-serv,Husband,White,Male,40,United-States,Yes
44,Private,10,Craft-repair,Husband,White,Male,55,United-States,No
49,Private,14,Exec-managerial,Not-in-family,White,Female,75,United-States,No
50,Private,9,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,No
50,Private,9,Craft-repair,Husband,White,Male,2,United-States,No
28,Private,13,Prof-specialty,Not-in-family,White,Female,40,United-States,No
20,Private,10,Craft-repair,Not-in-family,White,Female,40,United-States,No
27,Private,9,Transport-moving,Husband,White,Male,99,United-States,No
36,State-gov,9,Exec-managerial,Husband,White,Male,60,United-States,Yes
28,Private,13,Sales,Not-in-family,White,Male,40,United-States,No
48,Private,12,Prof-specialty,Husband,White,Male,50,United-States,Yes
45,Private,14,Exec-managerial,Not-in-family,White,Female,50,United-States,Yes
19,Private,9,Other-service,Own-child,White,Female,30,United-States,No
41,State-gov,14,Prof-specialty,Husband,White,Male,40,United-States,Yes
32,Self-emp-inc,9,Sales,Husband,White,Male,65,United-States,Yes
34,Private,14,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,India,Yes
40,Private,13,Prof-specialty,Husband,White,Male,60,United-States,Yes
54,Private,10,Craft-repair,Husband,White,Male,45,United-States,Yes
39,Private,13,Exec-managerial,Not-in-family,White,Female,25,United-States,No
36,Local-gov,5,Craft-repair,Husband,White,Male,25,United-States,No
34,Private,9,Craft-repair,Husband,White,Male,40,Germany,No
21,,10,,Own-child,White,Female,35,United-States,No
49,Self-emp-inc,13,Adm-clerical,Husband,White,Male,40,United-States,Yes
40,,5,,Unmarried,White,Female,5,Cuba,No
28,Local-gov,12,Protective-serv,Husband,Asian-Pac-Islander,Male,40,Hong,Yes
33,Private,9,Exec-managerial,Not-in-family,White,Male,40,United-States,No
23,Private,10,Sales,Own-child,White,Female,15,United-States,No
59,Private,16,Prof-specialty,Husband,White,Male,50,United-States,Yes
39,Private,11,Adm-clerical,Unmarried,Black,Female,40,United-States,No
43,Private,9,Craft-repair,Husband,White,Male,99,United-States,Yes
28,Private,9,Transport-moving,Husband,Black,Male,40,United-States,No
24,Private,10,Sales,Own-child,White,Male,35,United-States,No
22,,10,,Wife,White,Female,35,United-States,No
43,Private,4,Transport-moving,Husband,Black,Male,40,United-States,No
40,Self-emp-not-inc,9,Craft-repair,Husband,Asian-Pac-Islander,Male,66,South,No
28,Local-gov,9,Transport-moving,Own-child,Black,Female,40,United-States,No
46,Local-gov,13,Protective-serv,Husband,White,Male,40,United-States,Yes
45,Local-gov,14,Prof-specialty,Husband,White,Male,50,United-States,Yes
38,Private,10,Prof-specialty,Unmarried,White,Female,40,Germany,No
30,Private,10,Other-service,Own-child,White,Female,20,United-States,No
33,Private,9,Other-service,Other-relative,Amer-Indian-Eskimo,Female,36,United-States,No
23,Private,9,Other-service,Unmarried,White,Female,30,United-States,No
31,Private,9,Craft-repair,Husband,White,Male,40,United-States,Yes
23,Private,9,Other-service,Husband,White,Male,50,United-States,No
35,Private,15,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,India,Yes
